ctx0016,1.0904
ctx0032,0.9749
ctx0064,0.9013
ctx0128,0.8825
ctx0256,0.9220
ctx0512,1.0128
ctx1024,1.2758
size0.4M,1.4256
size10.6M,0.7979
lr3e-4,1.2108
lr3e-3,0.8773
