iter,train_loss,lr,ms_per_iter
0,4.4705,9.90e-06,264
10,3.3910,1.09e-04,183
20,2.9472,2.08e-04,192
30,2.6865,3.07e-04,192
40,2.5327,4.06e-04,192
50,2.4785,5.05e-04,193
60,2.4178,6.04e-04,193
70,2.3625,7.03e-04,194
80,2.3095,8.02e-04,194
90,2.2735,9.01e-04,194
100,2.1528,1.00e-03,444
110,2.0585,1.00e-03,195
120,1.9387,9.99e-04,195
130,1.8715,9.98e-04,195
140,1.8011,9.96e-04,195
150,1.7467,9.93e-04,195
160,1.6656,9.90e-04,195
170,1.5926,9.87e-04,195
180,1.5468,9.83e-04,195
190,1.4997,9.78e-04,195
200,1.4530,9.73e-04,446
210,1.4707,9.67e-04,195
220,1.3556,9.61e-04,196
230,1.3603,9.54e-04,195
240,1.3707,9.47e-04,195
250,1.3250,9.40e-04,195
260,1.2649,9.32e-04,195
270,1.2934,9.23e-04,195
280,1.2234,9.14e-04,195
290,1.2413,9.05e-04,196
300,1.2557,8.95e-04,445
310,1.1937,8.84e-04,195
320,1.2145,8.74e-04,196
330,1.1607,8.63e-04,196
340,1.1830,8.51e-04,196
350,1.1593,8.39e-04,195
360,1.1342,8.27e-04,195
370,1.1147,8.15e-04,195
380,1.1122,8.02e-04,196
390,1.1010,7.88e-04,195
400,1.0692,7.75e-04,446
410,1.0914,7.61e-04,196
420,1.0814,7.47e-04,196
430,1.1000,7.33e-04,196
440,1.0498,7.19e-04,196
450,1.0591,7.04e-04,196
460,1.0598,6.89e-04,196
470,1.0668,6.74e-04,196
480,1.0290,6.59e-04,196
490,1.0196,6.44e-04,196
500,1.0151,6.28e-04,446
510,1.0516,6.13e-04,196
520,1.0015,5.97e-04,196
530,1.0260,5.81e-04,195
540,0.9960,5.66e-04,196
550,0.9640,5.50e-04,196
560,1.0129,5.34e-04,196
570,0.9975,5.19e-04,196
580,0.9804,5.03e-04,196
590,0.9956,4.87e-04,196
600,0.9646,4.72e-04,446
610,0.9662,4.56e-04,197
620,0.9619,4.41e-04,196
630,0.9457,4.26e-04,196
640,0.9410,4.11e-04,196
650,0.9879,3.96e-04,196
660,0.9262,3.81e-04,197
670,0.9441,3.67e-04,196
680,0.9397,3.53e-04,196
690,0.9367,3.39e-04,196
700,0.9242,3.25e-04,446
710,0.9373,3.12e-04,196
720,0.9342,2.98e-04,196
730,0.9272,2.85e-04,196
740,0.9087,2.73e-04,196
750,0.9280,2.61e-04,196
760,0.9528,2.49e-04,196
770,0.8926,2.37e-04,196
780,0.9121,2.26e-04,197
790,0.9211,2.16e-04,196
800,0.8975,2.05e-04,446
810,0.8962,1.95e-04,196
820,0.9189,1.86e-04,196
830,0.9104,1.77e-04,196
840,0.9058,1.68e-04,196
850,0.9263,1.60e-04,196
860,0.8964,1.53e-04,196
870,0.9167,1.46e-04,196
880,0.9052,1.39e-04,196
890,0.8919,1.33e-04,196
900,0.9264,1.27e-04,446
910,0.8865,1.22e-04,196
920,0.8836,1.17e-04,196
930,0.8924,1.13e-04,196
940,0.8713,1.10e-04,196
950,0.8858,1.07e-04,196
960,0.8885,1.04e-04,196
970,0.8654,1.02e-04,196
980,0.8751,1.01e-04,196
990,0.8638,1.00e-04,196
