iter,train_loss,lr,ms_per_iter
0,4.5099,9.90e-06,370
10,3.4655,1.09e-04,225
20,3.0099,2.08e-04,238
30,2.7290,3.07e-04,234
40,2.5779,4.06e-04,241
50,2.5016,5.05e-04,238
60,2.4366,6.04e-04,232
70,2.4032,7.03e-04,244
80,2.4223,8.02e-04,241
90,2.3722,9.01e-04,230
100,2.3277,1.00e-03,553
110,2.3149,1.00e-03,233
120,2.2340,9.99e-04,230
130,2.1912,9.98e-04,238
140,2.1242,9.96e-04,240
150,2.0410,9.93e-04,234
160,1.9772,9.90e-04,238
170,1.8931,9.87e-04,236
180,1.8041,9.83e-04,239
190,1.7891,9.78e-04,240
200,1.7424,9.73e-04,543
210,1.6632,9.67e-04,239
220,1.6312,9.61e-04,236
230,1.5203,9.54e-04,232
240,1.4933,9.47e-04,236
250,1.4908,9.40e-04,236
260,1.4453,9.32e-04,238
270,1.3915,9.23e-04,235
280,1.4069,9.14e-04,242
290,1.4022,9.05e-04,240
300,1.3377,8.95e-04,545
310,1.3303,8.84e-04,239
320,1.2808,8.74e-04,238
330,1.2596,8.63e-04,230
340,1.2861,8.51e-04,244
350,1.1813,8.39e-04,239
360,1.1915,8.27e-04,234
370,1.2174,8.15e-04,239
380,1.1867,8.02e-04,240
390,1.1718,7.88e-04,231
400,1.1649,7.75e-04,551
410,1.1119,7.61e-04,238
420,1.1025,7.47e-04,233
430,1.0978,7.33e-04,239
440,1.1177,7.19e-04,241
450,1.0823,7.04e-04,234
460,1.1137,6.89e-04,234
470,1.0939,6.74e-04,247
480,1.0196,6.59e-04,235
490,1.0505,6.44e-04,234
500,1.0396,6.28e-04,558
510,1.0250,6.13e-04,228
520,1.0427,5.97e-04,238
530,1.0435,5.81e-04,244
540,1.0193,5.66e-04,227
550,0.9712,5.50e-04,239
560,0.9670,5.34e-04,242
570,1.0108,5.19e-04,232
580,0.9831,5.03e-04,241
590,0.9683,4.87e-04,234
600,0.9990,4.72e-04,561
610,0.9693,4.56e-04,240
620,0.9648,4.41e-04,236
630,0.9547,4.26e-04,243
640,0.9439,4.11e-04,237
650,0.9684,3.96e-04,231
660,0.9562,3.81e-04,245
670,0.9414,3.67e-04,243
680,0.9297,3.53e-04,233
690,0.9420,3.39e-04,234
700,0.8835,3.25e-04,570
710,0.9554,3.12e-04,230
720,0.9272,2.98e-04,246
730,0.8889,2.85e-04,239
740,0.8715,2.73e-04,231
750,0.8792,2.61e-04,241
760,0.8762,2.49e-04,241
770,0.8836,2.37e-04,230
780,0.8642,2.26e-04,240
790,0.9146,2.16e-04,243
800,0.8922,2.05e-04,558
810,0.8650,1.95e-04,245
820,0.8839,1.86e-04,243
830,0.9084,1.77e-04,243
840,0.8911,1.68e-04,230
850,0.8649,1.60e-04,238
860,0.8903,1.53e-04,246
870,0.8682,1.46e-04,230
880,0.8625,1.39e-04,240
890,0.9123,1.33e-04,239
900,0.8957,1.27e-04,547
910,0.8610,1.22e-04,240
920,0.8613,1.17e-04,239
930,0.8522,1.13e-04,231
940,0.8768,1.10e-04,244
950,0.9012,1.07e-04,239
960,0.8411,1.04e-04,228
970,0.8541,1.02e-04,239
980,0.8970,1.01e-04,244
990,0.8351,1.00e-04,232
