iter,train_loss,lr,ms_per_iter
0,4.5578,9.90e-06,3280
10,3.4515,1.09e-04,4884
20,2.9870,2.08e-04,208
30,2.7093,3.07e-04,229
40,2.5242,4.06e-04,216
50,2.4111,5.05e-04,214
60,2.3393,6.04e-04,205
70,2.2255,7.03e-04,206
80,2.1290,8.02e-04,202
90,2.0324,9.01e-04,201
100,1.9683,1.00e-03,513
110,1.8226,1.00e-03,208
120,1.7481,9.99e-04,212
130,1.7071,9.98e-04,220
140,1.6066,9.96e-04,209
150,1.5428,9.93e-04,212
160,1.5044,9.90e-04,211
170,1.4891,9.87e-04,210
180,1.4340,9.83e-04,215
190,1.3755,9.78e-04,212
200,1.3907,9.73e-04,528
210,1.3603,9.67e-04,219
220,1.3458,9.61e-04,221
230,1.3018,9.54e-04,218
240,1.2831,9.47e-04,212
250,1.2756,9.40e-04,214
260,1.2839,9.32e-04,213
270,1.2532,9.23e-04,213
280,1.2367,9.14e-04,216
290,1.1769,9.05e-04,221
300,1.1762,8.95e-04,515
310,1.1775,8.84e-04,216
320,1.2013,8.74e-04,217
330,1.1647,8.63e-04,221
340,1.1776,8.51e-04,256
350,1.1425,8.39e-04,5347
360,1.1523,8.27e-04,231
370,1.1318,8.15e-04,725
380,1.1430,8.02e-04,643
390,1.1190,7.88e-04,210
400,1.1116,7.75e-04,514
410,1.0968,7.61e-04,211
420,1.0980,7.47e-04,214
430,1.0940,7.33e-04,212
440,1.1057,7.19e-04,212
450,1.0763,7.04e-04,211
460,1.0734,6.89e-04,211
470,1.0809,6.74e-04,211
480,1.1008,6.59e-04,227
490,1.0986,6.44e-04,226
500,1.0406,6.28e-04,520
510,1.0676,6.13e-04,223
520,1.0440,5.97e-04,232
530,1.0646,5.81e-04,231
540,1.0537,5.66e-04,224
550,1.0355,5.50e-04,227
560,1.0468,5.34e-04,223
570,1.0258,5.19e-04,221
580,1.0547,5.03e-04,224
590,1.0392,4.87e-04,233
600,1.0350,4.72e-04,550
610,1.0220,4.56e-04,219
620,1.0034,4.41e-04,215
630,0.9970,4.26e-04,215
640,1.0209,4.11e-04,226
650,1.0174,3.96e-04,217
660,1.0255,3.81e-04,217
670,1.0091,3.67e-04,217
680,1.0176,3.53e-04,220
690,1.0232,3.39e-04,215
700,0.9815,3.25e-04,6037
710,0.9912,3.12e-04,542
720,1.0009,2.98e-04,222
730,0.9824,2.85e-04,205
740,0.9788,2.73e-04,205
750,0.9792,2.61e-04,201
760,0.9896,2.49e-04,223
770,0.9770,2.37e-04,200
780,0.9932,2.26e-04,206
790,1.0034,2.16e-04,217
800,0.9739,2.05e-04,498
810,0.9684,1.95e-04,214
820,0.9892,1.86e-04,225
830,0.9500,1.77e-04,227
840,0.9451,1.68e-04,225
850,0.9729,1.60e-04,225
860,0.9421,1.53e-04,230
870,0.9692,1.46e-04,221
880,0.9678,1.39e-04,233
890,0.9485,1.33e-04,222
900,0.9506,1.27e-04,525
910,0.9413,1.22e-04,222
920,0.9586,1.17e-04,219
930,0.9601,1.13e-04,217
940,0.9495,1.10e-04,234
950,0.9657,1.07e-04,218
960,0.9517,1.04e-04,214
970,0.9282,1.02e-04,216
980,0.9429,1.01e-04,222
990,0.9185,1.00e-04,218
