iter,train_loss,lr,ms_per_iter
0,4.5604,9.90e-06,920
10,3.4026,1.09e-04,488
20,2.9877,2.08e-04,540
30,2.7182,3.07e-04,560
40,2.5964,4.06e-04,548
50,2.5380,5.05e-04,531
60,2.4496,6.04e-04,520
70,2.4566,7.03e-04,514
80,2.4799,8.02e-04,506
90,2.4422,9.01e-04,528
100,2.4624,1.00e-03,1380
110,2.4619,1.00e-03,527
120,2.4311,9.99e-04,527
130,2.4388,9.98e-04,540
140,2.4423,9.96e-04,555
150,2.4498,9.93e-04,545
160,2.4094,9.90e-04,530
170,2.4324,9.87e-04,536
180,2.3914,9.83e-04,523
190,2.4094,9.78e-04,519
200,2.4009,9.73e-04,1314
210,2.4321,9.67e-04,508
220,2.3973,9.61e-04,510
230,2.4212,9.54e-04,515
240,2.4097,9.47e-04,530
250,2.3987,9.40e-04,554
260,2.3930,9.32e-04,517
270,2.4105,9.23e-04,537
280,2.3847,9.14e-04,510
290,2.3822,9.05e-04,503
300,2.4053,8.95e-04,1325
310,2.4063,8.84e-04,535
320,2.3859,8.74e-04,520
330,2.3910,8.63e-04,506
340,2.3754,8.51e-04,510
350,2.3864,8.39e-04,511
360,2.3709,8.27e-04,512
370,2.3830,8.15e-04,507
380,2.4199,8.02e-04,509
390,2.3745,7.88e-04,485
400,2.3660,7.75e-04,1296
410,2.3401,7.61e-04,494
420,2.3735,7.47e-04,517
430,2.3413,7.33e-04,534
440,2.3543,7.19e-04,552
450,2.3419,7.04e-04,540
460,2.3446,6.89e-04,515
470,2.3118,6.74e-04,509
480,2.2561,6.59e-04,513
490,2.2669,6.44e-04,511
500,2.2688,6.28e-04,1282
510,2.2554,6.13e-04,495
520,2.1949,5.97e-04,501
530,2.1651,5.81e-04,510
540,2.1554,5.66e-04,506
550,2.1433,5.50e-04,509
560,2.0979,5.34e-04,505
570,2.0243,5.19e-04,502
580,2.0038,5.03e-04,508
590,1.9444,4.87e-04,503
600,1.9404,4.72e-04,1331
610,1.9475,4.56e-04,504
620,1.8751,4.41e-04,503
630,1.8650,4.26e-04,499
640,1.8597,4.11e-04,511
650,1.7883,3.96e-04,496
660,1.7729,3.81e-04,497
670,1.7072,3.67e-04,507
680,1.6811,3.53e-04,508
690,1.6215,3.39e-04,509
700,1.7010,3.25e-04,1244
710,1.5805,3.12e-04,498
720,1.6241,2.98e-04,540
730,1.5298,2.85e-04,509
740,1.6119,2.73e-04,496
750,1.5125,2.61e-04,501
760,1.5587,2.49e-04,496
770,1.4601,2.37e-04,505
780,1.4541,2.26e-04,470
790,1.4417,2.16e-04,520
800,1.4251,2.05e-04,1345
810,1.3959,1.95e-04,506
820,1.4208,1.86e-04,511
830,1.3511,1.77e-04,504
840,1.4322,1.68e-04,506
850,1.3299,1.60e-04,508
860,1.3499,1.53e-04,488
870,1.3495,1.46e-04,490
880,1.3571,1.39e-04,508
890,1.3451,1.33e-04,498
900,1.3476,1.27e-04,1281
910,1.3757,1.22e-04,480
920,1.2779,1.17e-04,502
930,1.3655,1.13e-04,502
940,1.3331,1.10e-04,487
950,1.3342,1.07e-04,487
960,1.2542,1.04e-04,499
970,1.2911,1.02e-04,490
980,1.2258,1.01e-04,490
990,1.2625,1.00e-04,489
