iter,train_loss,lr,ms_per_iter
0,4.4987,9.90e-06,337
10,3.4264,1.09e-04,232
20,2.9866,2.08e-04,240
30,2.7119,3.07e-04,240
40,2.5401,4.06e-04,240
50,2.4873,5.05e-04,240
60,2.4821,6.04e-04,240
70,2.4507,7.03e-04,241
80,2.4347,8.02e-04,241
90,2.4249,9.01e-04,242
100,2.4248,1.00e-03,559
110,2.4019,1.00e-03,242
120,2.3853,9.99e-04,241
130,2.3986,9.98e-04,243
140,2.3778,9.96e-04,242
150,2.3259,9.93e-04,243
160,2.3465,9.90e-04,242
170,2.3009,9.87e-04,242
180,2.2425,9.83e-04,243
190,2.2174,9.78e-04,242
200,2.1299,9.73e-04,559
210,2.0786,9.67e-04,243
220,2.0347,9.61e-04,242
230,1.9800,9.54e-04,242
240,1.9772,9.47e-04,242
250,1.9070,9.40e-04,242
260,1.8539,9.32e-04,242
270,1.7901,9.23e-04,242
280,1.7613,9.14e-04,243
290,1.5861,9.05e-04,242
300,1.6336,8.95e-04,559
310,1.6443,8.84e-04,242
320,1.5017,8.74e-04,242
330,1.5388,8.63e-04,242
340,1.4866,8.51e-04,242
350,1.4161,8.39e-04,242
360,1.4260,8.27e-04,244
370,1.3456,8.15e-04,245
380,1.3318,8.02e-04,242
390,1.3363,7.88e-04,242
400,1.2890,7.75e-04,574
410,1.2711,7.61e-04,243
420,1.3212,7.47e-04,242
430,1.1996,7.33e-04,243
440,1.2098,7.19e-04,244
450,1.2030,7.04e-04,241
460,1.1927,6.89e-04,242
470,1.1892,6.74e-04,242
480,1.1506,6.59e-04,242
490,1.1443,6.44e-04,242
500,1.1464,6.28e-04,557
510,1.1175,6.13e-04,242
520,1.1176,5.97e-04,241
530,1.1411,5.81e-04,241
540,1.1047,5.66e-04,241
550,1.0145,5.50e-04,241
560,1.0938,5.34e-04,241
570,1.0895,5.19e-04,241
580,1.0954,5.03e-04,241
590,1.0195,4.87e-04,241
600,1.0782,4.72e-04,558
610,1.0027,4.56e-04,241
620,1.0510,4.41e-04,241
630,1.0149,4.26e-04,241
640,1.0062,4.11e-04,242
650,0.9839,3.96e-04,241
660,0.9726,3.81e-04,241
670,0.9515,3.67e-04,241
680,1.0239,3.53e-04,241
690,0.9495,3.39e-04,242
700,0.9935,3.25e-04,557
710,0.9690,3.12e-04,241
720,0.9846,2.98e-04,242
730,0.9422,2.85e-04,241
740,0.9925,2.73e-04,241
750,0.9413,2.61e-04,241
760,0.9292,2.49e-04,241
770,0.9588,2.37e-04,241
780,0.9694,2.26e-04,241
790,0.9512,2.16e-04,241
800,0.9394,2.05e-04,557
810,0.9536,1.95e-04,241
820,0.9356,1.86e-04,242
830,0.9124,1.77e-04,241
840,0.8818,1.68e-04,241
850,0.9358,1.60e-04,241
860,0.9248,1.53e-04,241
870,0.8933,1.46e-04,241
880,0.8874,1.39e-04,241
890,0.8741,1.33e-04,241
900,0.9208,1.27e-04,557
910,0.9254,1.22e-04,241
920,0.8779,1.17e-04,241
930,0.8490,1.13e-04,242
940,0.8738,1.10e-04,241
950,0.8995,1.07e-04,242
960,0.8812,1.04e-04,242
970,0.8798,1.02e-04,241
980,0.8789,1.01e-04,241
990,0.9284,1.00e-04,241
